product_id,product_name,supplier_id,category_id,quantity_per_unit,unit_price,units_in_stock,units_on_order,reorder_level,discontinued
891,Laptop 9052,151,7,1 piece,683.21,92,53,13,1
892,Headphones 2491,98,6,2 pieces,1959.67,277,21,46,0
893,Keyboard 3526,66,3,24 pack,1904.57,347,21,17,1
894,Laptop 1958,47,6,24 pack,782.93,163,18,62,0
895,Keyboard 1849,97,5,12 pack,483.05,305,75,40,0
896,Headphones 1993,30,7,500 g,932.32,208,8,71,0
897,Monitor 1305,163,7,24 pack,1110.38,300,86,22,0
898,Printer 8306,78,3,2 pieces,1693.32,256,26,28,0
899,Printer 8401,63,3,1 piece,7.0,237,79,47,0
900,Tablet 5477,16,1,1 L,505.52,348,48,54,0
901,Mouse 9750,12,5,1 L,144.52,45,50,99,0
902,Headphones 8077,186,3,12 pack,1222.84,490,40,97,0
903,Tablet 5473,193,5,12 pack,1326.24,164,43,36,0
904,Mouse 1033,5,6,1 L,955.68,461,1,96,0
905,Tablet 7435,143,7,500 ml,166.89,448,83,93,0
906,Tablet 3022,172,1,500 g,1944.22,192,76,55,0
907,Laptop 3044,197,3,250 ml,744.11,98,56,11,0
908,Headphones 6862,195,1,12 pack,184.48,314,80,48,0
909,Camera 1602,127,4,24 pack,988.21,360,90,87,0
910,Printer 2817,51,1,24 pack,1140.36,252,21,80,0
911,Mouse 2065,17,3,6 pack,522.95,291,29,76,0
912,Laptop 9731,174,4,1 L,509.58,286,58,10,0
913,Printer 7666,83,1,24 pack,247.83,265,59,73,0
914,Monitor 1769,185,1,24 pack,1837.19,272,57,50,0
915,Camera 2340,50,7,1 L,1616.31,377,28,98,0
916,Monitor 3694,64,2,500 g,625.06,320,80,22,0
917,Laptop 6477,111,8,24 pack,498.07,242,30,53,0
918,Monitor 2194,134,6,1 L,1241.04,391,12,90,0
919,Laptop 1546,22,2,1 kg,629.99,434,88,18,0
920,Laptop 5939,114,1,1 L,1254.24,33,13,96,0
921,Printer 7581,76,1,2 pieces,1236.52,210,29,86,1
922,Printer 8605,117,1,1 kg,1760.48,317,12,53,0
923,Camera 4153,133,8,2 pieces,209.87,304,91,18,1
924,Mouse 9337,147,4,24 pack,714.01,246,92,89,0
925,Mouse 1722,63,3,1 piece,259.72,299,55,75,0
926,Mouse 3415,150,5,250 ml,620.81,175,37,57,0
927,Monitor 9308,15,3,500 ml,1718.11,216,44,35,0
928,Camera 4102,18,4,250 ml,1391.09,239,76,98,0
929,Headphones 7859,158,6,500 g,328.75,232,5,73,0
930,Monitor 4772,164,1,250 ml,1249.72,122,61,52,0
931,Mouse 1110,103,4,500 g,24.73,183,3,81,0
932,Tablet 4185,75,3,1 L,1825.85,184,5,13,0
933,Mouse 4587,73,4,24 pack,1439.08,173,70,41,0
934,Mouse 5289,6,4,2 pieces,46.88,346,17,58,0
935,Headphones 8474,54,6,12 pack,742.43,190,84,31,1
936,Keyboard 2941,183,7,6 pack,1766.03,66,24,34,1
937,Camera 6209,178,7,1 L,861.93,325,31,15,1
938,Headphones 3434,138,4,500 g,498.11,322,35,26,1
939,Keyboard 8711,54,8,1 L,134.42,260,49,92,1
940,Tablet 3932,128,6,500 g,1426.41,269,88,71,0
941,Printer 1599,69,8,12 pack,442.95,103,57,40,0
942,Printer 7178,79,4,1 L,318.63,431,47,42,1
943,Keyboard 5834,35,2,250 ml,1040.05,117,74,15,0
944,Tablet 8660,110,6,1 kg,820.86,411,63,50,0
945,Mouse 8236,7,7,12 pack,534.92,38,45,20,0
946,Monitor 2612,71,2,2 pieces,147.34,19,69,35,0
947,Camera 5096,173,4,24 pack,1491.7,393,87,45,0
948,Headphones 1139,193,3,24 pack,567.28,177,100,61,0
949,Mouse 7512,121,1,12 pack,457.72,383,26,70,0
950,Tablet 6581,185,8,2 pieces,629.58,96,54,99,0
951,Tablet 1493,113,4,500 g,282.21,447,16,49,0
952,Camera 6567,169,8,12 pack,841.2,351,96,61,1
953,Laptop 1527,84,5,6 pack,311.61,487,42,82,1
954,Monitor 7400,98,7,2 pieces,1071.31,96,60,23,0
955,Headphones 2527,164,8,6 pack,213.1,283,22,14,1
956,Mouse 4260,7,8,2 pieces,1823.13,197,36,36,0
957,Keyboard 8449,169,5,1 piece,740.46,5,21,51,0
958,Keyboard 3115,41,7,500 ml,839.73,380,8,59,0
959,Headphones 8081,53,3,250 ml,321.77,294,39,85,0
960,Monitor 1121,71,8,6 pack,894.23,422,51,87,0
961,Tablet 8539,146,6,250 ml,1154.38,377,11,46,0
962,Headphones 7407,180,6,1 L,1647.74,435,22,63,0
963,Printer 8501,159,3,1 kg,1822.11,93,89,82,0
964,Laptop 4927,179,7,6 pack,551.18,321,68,47,0
965,Printer 2986,127,4,500 g,157.68,53,64,51,0
966,Headphones 4397,43,8,500 ml,94.05,13,9,91,0
967,Printer 4185,88,7,1 kg,80.36,128,14,100,0
968,Tablet 8942,172,6,250 ml,141.13,280,84,41,0
969,Headphones 3643,121,3,6 pack,1677.8,310,12,32,0
970,Printer 3759,137,2,2 pieces,1344.43,5,86,44,0
971,Mouse 4549,92,8,1 piece,1785.91,272,27,66,0
972,Headphones 8274,100,2,1 piece,1198.42,24,98,58,0
973,Monitor 4276,96,4,2 pieces,37.0,14,1,53,0
974,Keyboard 3750,57,2,6 pack,92.8,262,13,51,0
975,Monitor 9875,160,4,1 kg,1878.15,61,29,37,0
976,Mouse 1245,83,6,1 kg,1309.72,6,49,37,0
977,Headphones 7045,17,4,1 piece,139.33,111,52,48,1
978,Mouse 5127,27,8,2 pieces,1201.73,323,89,59,0
979,Camera 8899,45,6,2 pieces,673.53,311,74,67,0
980,Laptop 4811,129,4,1 piece,1234.62,459,15,49,0
981,Monitor 2300,194,7,1 piece,279.42,255,37,35,0
982,Laptop 4900,53,7,1 L,1977.16,227,94,52,0
983,Laptop 9533,82,5,1 kg,1297.85,147,96,13,0
984,Monitor 4372,88,6,500 ml,112.88,469,85,41,0
985,Camera 4007,134,7,250 ml,1261.42,33,62,18,0
986,Mouse 4345,163,1,6 pack,188.06,303,70,36,0
987,Tablet 6103,110,2,6 pack,1444.74,125,54,32,1
988,Headphones 8344,78,4,12 pack,547.36,400,61,20,0
989,Mouse 8712,97,7,250 ml,848.28,312,94,65,0
990,Printer 8002,6,8,2 pieces,1518.92,471,38,86,1
991,Mouse 5215,142,3,1 kg,929.98,232,36,58,1
992,Camera 3238,19,8,250 ml,395.45,469,24,10,0
993,Printer 7812,126,6,1 kg,1941.13,191,49,72,0
994,Laptop 3039,105,2,1 kg,1864.6,83,24,65,0
995,Tablet 7032,131,6,1 piece,1303.56,474,54,41,0
996,Camera 1462,9,8,6 pack,526.35,233,87,28,0
997,Mouse 1202,155,4,2 pieces,1543.09,329,91,59,0
998,Monitor 7929,133,2,6 pack,1660.35,129,88,48,1
999,Headphones 7743,151,7,2 pieces,223.0,293,99,54,0
1000,Monitor 7520,192,5,24 pack,17.81,86,62,10,0
