order_id,customer_id,employee_id,order_date,required_date,shipped_date,ship_via,freight,ship_name,ship_city,ship_region,ship_country,order_status,payment_method
3888,2947,375,2026-07-06,2026-07-09,2026-07-08,DHL,90.96,Gordon LLC,London,Wisconsin,UK,Processing,UPI
3889,4522,60,2025-02-04,2025-02-14,2025-02-10,DHL,74.07,Williams-Lowe,Chicago,Wisconsin,USA,Processing,Debit Card
3890,4636,31,2025-05-19,2025-05-27,2025-05-21,UPS,13.14,Delgado-Mitchell,London,Kentucky,UK,Processing,Credit Card
3891,841,334,2025-07-17,2025-07-24,2025-07-19,DHL,15.47,"Thomas, Gonzalez and Beard",London,Michigan,UK,Delivered,Credit Card
3892,1773,418,2024-01-12,2024-01-20,2024-01-18,FedEx,32.03,Moore Ltd,Toronto,Florida,Canada,Delivered,Net Banking
3893,2634,79,2025-06-17,2025-06-20,2025-06-18,FedEx,15.27,"Mendez, Doyle and Rowland",Mumbai,Maine,India,Shipped,Credit Card
3894,1247,27,2026-06-16,2026-06-23,2026-06-22,USPS,43.31,"Ochoa, Miller and Gonzales",Manchester,South Carolina,UK,Processing,UPI
3895,4455,38,2025-04-01,2025-04-06,2025-04-05,FedEx,28.49,Sanchez LLC,Mumbai,Wisconsin,India,Shipped,Net Banking
3896,2679,487,2026-04-20,2026-04-24,2026-04-24,FedEx,99.63,"Newton, Burns and Johnson",Manchester,Tennessee,UK,Shipped,Debit Card
3897,1225,369,2025-12-01,2025-12-05,2025-12-06,FedEx,23.12,Cohen-Weiss,Seattle,Ohio,USA,Processing,UPI
3898,1126,112,2025-07-29,2025-08-02,2025-08-01,UPS,32.53,"Smith, Daniels and Solis",Toronto,Minnesota,Canada,Processing,UPI
3899,102,373,2023-11-04,2023-11-09,2023-11-06,UPS,94.55,Rivers-Serrano,Manchester,Rhode Island,UK,Shipped,Credit Card
3900,1989,400,2024-08-22,2024-08-27,2024-08-23,UPS,94.04,"Reid, Johnson and Lynch",Bangalore,Michigan,India,Shipped,Debit Card
3901,1981,275,2024-07-13,2024-07-22,2024-07-17,USPS,41.56,"Gardner, Gallegos and Adams",New York,Massachusetts,USA,Shipped,Debit Card
3902,1622,334,2024-07-13,2024-07-23,2024-07-19,USPS,33.73,Ibarra Inc,Vancouver,Michigan,Canada,Processing,Net Banking
3903,3988,442,2023-09-16,2023-09-21,2023-09-17,DHL,21.96,"Yang, Robertson and Espinoza",New York,Vermont,USA,Shipped,Credit Card
3904,168,124,2025-03-29,2025-04-04,2025-04-04,FedEx,6.77,Wagner-Palmer,New York,New Hampshire,USA,Processing,Cash
3905,4040,495,2023-11-04,2023-11-09,2023-11-07,DHL,31.27,Zhang-Ramirez,Toronto,Nevada,Canada,Shipped,UPI
3906,2371,454,2024-08-21,2024-08-25,2024-08-25,UPS,51.11,Green-Simmons,Mumbai,Texas,India,Shipped,Debit Card
3907,4759,283,2025-10-26,2025-11-03,2025-11-01,FedEx,81.47,"Koch, Barker and Alvarez",Hyderabad,Indiana,India,Delivered,Cash
3908,4724,98,2026-03-11,2026-03-20,2026-03-17,UPS,78.82,Bush-Tran,Mumbai,Indiana,India,Shipped,Cash
3909,3494,265,2023-08-16,2023-08-19,2023-08-20,UPS,66.82,"Curtis, Lozano and Barber",New York,Tennessee,USA,Delivered,UPI
3910,3741,396,2024-12-01,2024-12-07,2024-12-02,FedEx,82.96,"Larson, Thomas and Bryant",London,Kansas,UK,Processing,Net Banking
3911,4740,304,2025-09-10,2025-09-15,2025-09-16,UPS,35.28,"Scott, Ryan and Cruz",Chicago,North Carolina,USA,Shipped,Net Banking
3912,468,178,2026-03-15,2026-03-18,2026-03-22,USPS,50.55,"Coleman, Willis and Robertson",Toronto,Oregon,Canada,Delivered,Cash
3913,4519,471,2024-03-19,2024-03-26,2024-03-24,UPS,79.31,"George, Torres and Galloway",Manchester,Wisconsin,UK,Shipped,Net Banking
3914,4134,214,2025-08-08,2025-08-17,2025-08-10,FedEx,82.13,"Anderson, Mendoza and Hill",Seattle,Pennsylvania,USA,Processing,UPI
3915,598,313,2025-06-20,2025-06-27,2025-06-25,DHL,76.08,King and Sons,Manchester,Utah,UK,Delivered,UPI
3916,4774,171,2023-09-17,2023-09-25,2023-09-18,FedEx,75.54,"Downs, Fernandez and Stuart",Hyderabad,Colorado,India,Processing,Credit Card
3917,2876,151,2024-08-18,2024-08-22,2024-08-23,DHL,15.42,Anderson-Harris,Toronto,Idaho,Canada,Processing,Credit Card
3918,213,306,2025-12-03,2025-12-12,2025-12-07,FedEx,68.89,Vargas and Sons,Manchester,Tennessee,UK,Shipped,Debit Card
3919,3293,388,2025-10-10,2025-10-18,2025-10-16,FedEx,28.92,Bradley Inc,New York,Kansas,USA,Shipped,Debit Card
3920,4069,453,2024-03-13,2024-03-18,2024-03-15,UPS,44.88,"Keller, Porter and Myers",Bangalore,Delaware,India,Processing,Net Banking
3921,4116,403,2024-03-23,2024-04-02,2024-03-30,UPS,88.93,Lucero PLC,Chicago,Oregon,USA,Processing,Debit Card
3922,1774,325,2025-09-29,2025-10-03,2025-10-01,FedEx,89.25,"Lane, Glass and Jackson",New York,Arkansas,USA,Processing,Cash
3923,4672,385,2024-01-27,2024-02-02,2024-01-30,DHL,88.35,Smith and Sons,Manchester,Arizona,UK,Delivered,Credit Card
3924,1321,226,2024-04-20,2024-04-28,2024-04-25,USPS,89.66,Brown PLC,Toronto,Alabama,Canada,Delivered,Credit Card
3925,719,157,2025-03-13,2025-03-19,2025-03-15,USPS,20.39,Gray-Williams,Seattle,New Jersey,USA,Delivered,Credit Card
3926,3539,375,2023-09-07,2023-09-15,2023-09-14,FedEx,27.31,"Carlson, Parrish and Gillespie",London,North Carolina,UK,Processing,Credit Card
3927,4174,411,2026-06-08,2026-06-11,2026-06-10,DHL,72.95,"Hughes, Smith and Miller",Vancouver,New Mexico,Canada,Processing,Credit Card
3928,365,67,2024-10-23,2024-10-27,2024-10-28,FedEx,72.11,Reyes-Davis,Bangalore,Illinois,India,Delivered,Cash
3929,715,230,2023-10-26,2023-10-29,2023-10-28,FedEx,45.34,Hurst LLC,Manchester,Washington,UK,Processing,Net Banking
3930,4366,229,2024-11-30,2024-12-06,2024-12-02,USPS,86.88,Davidson Inc,New York,Tennessee,USA,Delivered,Debit Card
3931,1052,493,2026-01-23,2026-01-26,2026-01-26,DHL,68.11,Hartman LLC,Mumbai,North Carolina,India,Shipped,Debit Card
3932,1679,158,2025-05-07,2025-05-14,2025-05-09,USPS,39.32,"May, Lee and Parker",Seattle,Wisconsin,USA,Delivered,Credit Card
3933,2411,432,2026-01-22,2026-01-31,2026-01-23,DHL,15.5,"Tyler, Johnson and Gonzalez",Seattle,Massachusetts,USA,Delivered,Debit Card
3934,2755,188,2023-08-18,2023-08-26,2023-08-24,UPS,9.5,Moon-Smith,Vancouver,New Jersey,Canada,Shipped,Debit Card
3935,1048,348,2024-09-28,2024-10-04,2024-10-03,USPS,17.4,"Chapman, Kim and Jones",Manchester,Michigan,UK,Delivered,Net Banking
3936,3095,407,2023-08-22,2023-08-26,2023-08-28,USPS,45.23,Graham Ltd,Vancouver,Vermont,Canada,Processing,Net Banking
3937,3040,443,2025-03-19,2025-03-23,2025-03-21,FedEx,17.24,Davis-Smith,Vancouver,Nevada,Canada,Delivered,Cash
3938,4400,44,2026-04-23,2026-04-29,2026-04-28,FedEx,31.38,Evans-Miller,Toronto,Montana,Canada,Shipped,Debit Card
3939,319,141,2023-12-10,2023-12-18,2023-12-11,DHL,75.23,Hatfield Inc,Manchester,Virginia,UK,Shipped,Cash
3940,693,331,2025-06-16,2025-06-26,2025-06-23,FedEx,56.16,Garcia-Mendez,Bangalore,Ohio,India,Processing,Credit Card
3941,4085,493,2026-01-26,2026-02-04,2026-02-02,UPS,64.51,"Harrison, Mills and Smith",London,Louisiana,UK,Delivered,UPI
3942,3969,413,2025-12-11,2025-12-19,2025-12-16,FedEx,77.89,Jordan PLC,London,Wisconsin,UK,Processing,UPI
3943,1954,339,2024-06-01,2024-06-10,2024-06-07,DHL,90.55,"Taylor, Ferguson and Bradley",Hyderabad,Maine,India,Shipped,Cash
3944,1567,393,2026-03-14,2026-03-20,2026-03-19,FedEx,69.06,Price Group,Bangalore,Montana,India,Shipped,UPI
3945,255,483,2023-08-15,2023-08-24,2023-08-17,USPS,5.8,Fernandez PLC,Manchester,North Dakota,UK,Delivered,Net Banking
3946,612,394,2025-12-01,2025-12-09,2025-12-03,UPS,10.24,"Knight, Kennedy and Cooley",Vancouver,North Dakota,Canada,Shipped,UPI
3947,2853,369,2026-05-13,2026-05-21,2026-05-20,DHL,30.36,Harrington-Jones,Mumbai,Tennessee,India,Delivered,Net Banking
3948,4229,363,2023-09-08,2023-09-17,2023-09-12,UPS,97.62,"Patterson, Cox and Anthony",Toronto,Mississippi,Canada,Delivered,Credit Card
3949,318,234,2025-12-23,2025-12-28,2025-12-29,FedEx,78.06,Johnson-Wheeler,New York,New Jersey,USA,Processing,UPI
3950,4051,390,2024-02-04,2024-02-08,2024-02-05,USPS,15.04,Anderson Ltd,Bangalore,Alaska,India,Shipped,UPI
3951,4029,276,2025-01-29,2025-02-01,2025-02-01,DHL,57.44,"Boyd, Hansen and Salas",Seattle,New Jersey,USA,Shipped,Net Banking
3952,671,268,2025-03-04,2025-03-13,2025-03-07,USPS,16.98,Levine-Tran,London,Alabama,UK,Shipped,UPI
3953,4077,31,2023-08-01,2023-08-08,2023-08-06,FedEx,15.92,"Richardson, Taylor and Jones",Vancouver,Wisconsin,Canada,Delivered,Credit Card
3954,4114,238,2025-07-08,2025-07-18,2025-07-15,UPS,19.92,Dixon-Mata,Seattle,Mississippi,USA,Shipped,Credit Card
3955,2337,338,2024-01-21,2024-01-28,2024-01-23,UPS,17.79,Bryant-Mccarthy,New York,New Jersey,USA,Shipped,Net Banking
3956,4343,290,2026-05-30,2026-06-09,2026-06-05,UPS,65.71,Freeman Group,London,West Virginia,UK,Delivered,UPI
3957,1865,263,2026-02-12,2026-02-16,2026-02-19,UPS,29.81,Davis Ltd,Vancouver,Idaho,Canada,Processing,Debit Card
3958,2324,240,2026-04-19,2026-04-22,2026-04-22,UPS,10.62,Ramirez PLC,Seattle,Oklahoma,USA,Processing,Net Banking
3959,2363,126,2026-01-27,2026-02-01,2026-01-29,DHL,70.49,Graham and Sons,New York,Montana,USA,Shipped,Credit Card
3960,4179,404,2024-03-31,2024-04-04,2024-04-02,FedEx,90.27,"Hahn, Cook and Matthews",Vancouver,Georgia,Canada,Shipped,Credit Card
3961,177,126,2025-06-19,2025-06-26,2025-06-21,UPS,74.24,"Keith, Gentry and Baker",Vancouver,Arkansas,Canada,Delivered,UPI
3962,3124,413,2025-02-11,2025-02-21,2025-02-14,DHL,24.95,Garcia PLC,Chicago,Louisiana,USA,Delivered,UPI
3963,749,449,2025-01-11,2025-01-16,2025-01-13,DHL,29.49,Watson-Bass,Seattle,Utah,USA,Processing,Credit Card
3964,931,304,2023-10-01,2023-10-04,2023-10-07,USPS,6.1,Chan-Martinez,Hyderabad,Massachusetts,India,Delivered,Debit Card
3965,3294,333,2026-01-05,2026-01-11,2026-01-06,UPS,21.77,Richard LLC,New York,Georgia,USA,Processing,UPI
3966,2170,84,2025-09-01,2025-09-10,2025-09-08,DHL,82.55,"Andrews, Hurley and Williams",Toronto,Alabama,Canada,Processing,UPI
3967,1115,162,2026-03-30,2026-04-08,2026-03-31,FedEx,96.52,Schaefer LLC,New York,Montana,USA,Shipped,Cash
3968,4677,367,2025-04-19,2025-04-26,2025-04-22,FedEx,55.72,Stevens and Sons,Bangalore,Louisiana,India,Shipped,UPI
3969,1718,225,2024-02-19,2024-02-27,2024-02-24,UPS,73.38,Braun-Gordon,Bangalore,Louisiana,India,Processing,UPI
3970,492,274,2025-12-08,2025-12-12,2025-12-11,UPS,80.91,Clay-Mcclure,London,South Carolina,UK,Delivered,Debit Card
3971,2846,285,2024-09-29,2024-10-07,2024-10-04,FedEx,70.9,Davis PLC,Bangalore,Alabama,India,Processing,UPI
3972,1405,261,2026-04-30,2026-05-03,2026-05-03,DHL,9.33,Martin LLC,New York,North Dakota,USA,Shipped,Cash
3973,722,300,2025-06-25,2025-07-05,2025-07-02,DHL,79.89,Taylor Group,Bangalore,Kansas,India,Shipped,Debit Card
3974,2934,93,2023-11-12,2023-11-19,2023-11-18,USPS,50.83,"Glass, Norton and Brooks",Vancouver,Missouri,Canada,Shipped,UPI
3975,4633,200,2025-08-08,2025-08-15,2025-08-15,DHL,45.58,Hartman PLC,Hyderabad,California,India,Delivered,Credit Card
3976,3562,5,2026-04-14,2026-04-23,2026-04-19,DHL,56.9,Davis PLC,Bangalore,Vermont,India,Delivered,Net Banking
3977,2984,413,2025-02-19,2025-02-27,2025-02-26,USPS,61.4,"Thompson, Marshall and Aguirre",Bangalore,Alabama,India,Processing,UPI
3978,2378,335,2026-05-08,2026-05-17,2026-05-09,FedEx,7.1,Lopez-Miller,Seattle,Colorado,USA,Shipped,Credit Card
3979,3833,81,2023-09-28,2023-10-06,2023-10-01,USPS,9.13,Perez-Montoya,London,West Virginia,UK,Shipped,Credit Card
3980,4699,427,2025-06-06,2025-06-12,2025-06-08,FedEx,46.83,"Taylor, Williams and Ford",Manchester,Arkansas,UK,Delivered,Net Banking
3981,1115,185,2025-05-21,2025-05-25,2025-05-27,UPS,16.82,Becker-Smith,Vancouver,Pennsylvania,Canada,Shipped,Credit Card
3982,1783,68,2025-08-12,2025-08-20,2025-08-13,DHL,28.42,"Greer, Valdez and Wiley",Mumbai,Kentucky,India,Processing,Cash
3983,4166,479,2025-12-30,2026-01-06,2026-01-02,DHL,19.75,"Dawson, Lyons and Perez",Bangalore,Maryland,India,Delivered,Net Banking
3984,744,403,2026-04-21,2026-05-01,2026-04-26,DHL,36.93,"Boyd, Gutierrez and Peters",Manchester,Georgia,UK,Shipped,Cash
3985,2903,365,2024-06-18,2024-06-26,2024-06-25,UPS,47.62,Anderson-Scott,Toronto,Nebraska,Canada,Delivered,Credit Card
3986,4039,364,2025-07-25,2025-08-01,2025-07-31,FedEx,55.26,Gutierrez Ltd,Bangalore,Wyoming,India,Delivered,Debit Card
3987,2293,462,2023-12-06,2023-12-09,2023-12-08,UPS,42.44,"Robertson, Thomas and Wells",Mumbai,South Carolina,India,Processing,Debit Card
3988,3898,199,2024-11-16,2024-11-20,2024-11-20,FedEx,77.81,Lewis Ltd,Vancouver,Ohio,Canada,Shipped,Credit Card
3989,2279,373,2023-11-09,2023-11-18,2023-11-12,FedEx,20.52,Cook-Hernandez,London,Arizona,UK,Shipped,Debit Card
3990,4135,41,2025-12-11,2025-12-15,2025-12-12,UPS,72.2,"Powell, Cohen and Jones",London,Texas,UK,Delivered,Cash
3991,4941,83,2024-10-26,2024-10-29,2024-10-30,DHL,21.12,"Ward, Scott and Gallagher",Manchester,Indiana,UK,Processing,Debit Card
3992,3624,400,2024-08-01,2024-08-10,2024-08-05,UPS,24.6,Fisher Inc,Vancouver,Michigan,Canada,Delivered,UPI
3993,2171,112,2025-04-13,2025-04-19,2025-04-20,UPS,72.97,"Graham, Mcgee and West",Toronto,Louisiana,Canada,Processing,Debit Card
3994,4981,215,2026-01-21,2026-01-26,2026-01-22,FedEx,6.13,Fritz LLC,London,Oklahoma,UK,Shipped,Credit Card
3995,4012,226,2024-10-30,2024-11-04,2024-10-31,DHL,95.61,"Lee, Torres and Thompson",London,Ohio,UK,Processing,Cash
3996,3157,490,2024-07-10,2024-07-19,2024-07-17,USPS,11.49,"Costa, Evans and Herman",London,Missouri,UK,Shipped,Net Banking
3997,2037,58,2025-11-08,2025-11-11,2025-11-11,UPS,11.22,Cook-Griffin,Hyderabad,Arkansas,India,Shipped,Debit Card
3998,249,341,2025-06-12,2025-06-20,2025-06-13,UPS,49.37,"Williams, Ward and Harvey",Toronto,Louisiana,Canada,Delivered,Credit Card
3999,1067,314,2025-01-20,2025-01-30,2025-01-22,DHL,54.13,Woodward-Moore,London,Colorado,UK,Delivered,Debit Card
4000,3719,343,2025-12-16,2025-12-24,2025-12-21,UPS,44.14,"Summers, Wheeler and Fernandez",Chicago,Idaho,USA,Processing,Credit Card
4001,3,312,2024-12-21,2024-12-24,2024-12-25,FedEx,58.27,Rodriguez-Snyder,Hyderabad,Wyoming,India,Processing,Net Banking
4002,700,447,2026-07-14,2026-07-19,2026-07-21,DHL,37.98,"Johnson, Branch and Garcia",Chicago,Maryland,USA,Delivered,Cash
4003,2649,292,2024-07-19,2024-07-28,2024-07-26,UPS,24.92,Barajas Group,Seattle,Connecticut,USA,Shipped,Cash
4004,4228,370,2025-09-18,2025-09-28,2025-09-21,DHL,47.32,Burke Ltd,New York,Missouri,USA,Processing,Credit Card
4005,1620,86,2023-08-21,2023-08-27,2023-08-22,FedEx,89.17,Trujillo-Padilla,New York,Georgia,USA,Shipped,Credit Card
4006,3809,173,2025-06-13,2025-06-16,2025-06-15,UPS,93.61,Brown-Park,London,Utah,UK,Delivered,Net Banking
4007,4205,321,2024-04-09,2024-04-18,2024-04-13,DHL,37.36,Sullivan PLC,Manchester,South Dakota,UK,Processing,UPI
4008,41,301,2025-02-18,2025-02-26,2025-02-23,DHL,9.09,Roth-Randolph,New York,Iowa,USA,Processing,Net Banking
4009,1442,462,2026-07-12,2026-07-18,2026-07-16,USPS,17.15,"Thompson, Smith and Miller",Vancouver,Colorado,Canada,Delivered,Cash
4010,3517,490,2024-02-18,2024-02-26,2024-02-19,UPS,8.74,Santana-Glover,New York,Idaho,USA,Delivered,Cash
4011,2216,392,2025-12-18,2025-12-26,2025-12-19,UPS,15.07,Smith Group,Manchester,Minnesota,UK,Shipped,UPI
4012,1585,476,2026-07-13,2026-07-20,2026-07-18,DHL,15.13,Flores LLC,Mumbai,Arkansas,India,Processing,Net Banking
4013,3680,132,2024-06-20,2024-06-23,2024-06-24,DHL,47.42,Knox LLC,Vancouver,Washington,Canada,Processing,Credit Card
4014,705,28,2026-05-05,2026-05-14,2026-05-11,UPS,97.94,"Chapman, Alexander and Zamora",Vancouver,Utah,Canada,Shipped,Credit Card
4015,4129,230,2024-12-31,2025-01-06,2025-01-06,UPS,48.18,Campbell-Blanchard,Vancouver,Arizona,Canada,Delivered,Credit Card
4016,1312,143,2025-08-25,2025-08-31,2025-09-01,DHL,38.86,Padilla-Richard,New York,Connecticut,USA,Processing,Cash
4017,4273,76,2025-07-12,2025-07-19,2025-07-14,DHL,46.84,"Williams, Gomez and Paul",Toronto,Rhode Island,Canada,Shipped,Credit Card
4018,3953,322,2026-06-04,2026-06-10,2026-06-08,USPS,40.46,"Johnson, Hall and Potter",London,Mississippi,UK,Processing,Debit Card
4019,3540,461,2023-11-02,2023-11-07,2023-11-09,UPS,49.61,Haas LLC,Seattle,Arkansas,USA,Delivered,UPI
4020,4066,61,2026-06-09,2026-06-14,2026-06-12,UPS,98.96,Booker Ltd,Vancouver,South Carolina,Canada,Delivered,Debit Card
4021,40,14,2023-08-10,2023-08-18,2023-08-14,DHL,27.24,"Merritt, Wilson and Ramirez",London,Indiana,UK,Processing,UPI
4022,1488,175,2024-02-03,2024-02-12,2024-02-07,FedEx,88.17,Patterson PLC,Seattle,Arizona,USA,Shipped,Net Banking
4023,4405,109,2026-02-27,2026-03-08,2026-03-05,UPS,7.93,Brown-Daniels,Chicago,Vermont,USA,Shipped,Credit Card
4024,2015,421,2026-03-22,2026-03-31,2026-03-25,DHL,46.2,Moses Ltd,Hyderabad,South Carolina,India,Processing,UPI
4025,4933,440,2024-12-27,2025-01-06,2025-01-03,USPS,81.12,"Mcclain, Moyer and Howard",Toronto,South Carolina,Canada,Shipped,Credit Card
4026,204,256,2024-08-04,2024-08-11,2024-08-08,UPS,28.51,"Bradley, Thomas and Ward",New York,Mississippi,USA,Shipped,Credit Card
4027,417,402,2023-11-09,2023-11-16,2023-11-15,USPS,99.22,Russell Group,Chicago,Arizona,USA,Shipped,Debit Card
4028,3175,287,2025-12-23,2026-01-02,2025-12-24,USPS,46.48,Schneider Group,Toronto,Oregon,Canada,Delivered,UPI
4029,3916,363,2025-12-26,2026-01-05,2026-01-02,DHL,29.22,"Brown, Payne and Love",London,Nevada,UK,Shipped,Cash
4030,3581,220,2025-08-02,2025-08-06,2025-08-07,USPS,34.22,Osborne and Sons,Bangalore,Kentucky,India,Shipped,Debit Card
4031,4007,260,2025-08-05,2025-08-13,2025-08-07,FedEx,73.95,Benson-Martinez,New York,North Carolina,USA,Processing,Cash
4032,4101,241,2024-06-25,2024-06-30,2024-06-29,DHL,70.17,Hudson LLC,Mumbai,Texas,India,Delivered,Credit Card
4033,1320,70,2024-11-10,2024-11-16,2024-11-16,UPS,16.65,"Richmond, Brooks and Walker",Mumbai,Pennsylvania,India,Processing,Credit Card
4034,118,237,2023-07-27,2023-07-31,2023-07-29,FedEx,32.5,Ellis-Blake,Mumbai,Montana,India,Shipped,Cash
4035,2119,473,2024-03-23,2024-03-31,2024-03-27,FedEx,39.52,Smith-Martin,Vancouver,Michigan,Canada,Processing,UPI
4036,905,376,2025-01-13,2025-01-23,2025-01-19,FedEx,33.19,Snyder Group,Vancouver,Alabama,Canada,Shipped,Cash
4037,4826,429,2024-11-20,2024-11-26,2024-11-25,USPS,70.13,Nolan and Sons,Seattle,Kentucky,USA,Processing,UPI
4038,3036,226,2024-10-09,2024-10-18,2024-10-13,DHL,82.56,Medina-White,Vancouver,Connecticut,Canada,Processing,Net Banking
4039,3153,206,2023-10-25,2023-11-01,2023-10-29,DHL,16.94,Stanley PLC,Toronto,South Dakota,Canada,Processing,UPI
4040,1145,301,2026-07-18,2026-07-27,2026-07-21,UPS,11.71,Robinson and Sons,Manchester,Wyoming,UK,Shipped,Credit Card
4041,2356,294,2024-11-12,2024-11-22,2024-11-17,USPS,99.63,Jones Ltd,Mumbai,Michigan,India,Shipped,UPI
4042,2451,380,2023-09-10,2023-09-17,2023-09-12,USPS,12.32,Day Group,Hyderabad,Oregon,India,Processing,Cash
4043,2964,355,2026-06-08,2026-06-11,2026-06-12,USPS,79.45,Sanchez-Walsh,Mumbai,Arizona,India,Delivered,Cash
4044,3538,402,2025-11-09,2025-11-16,2025-11-10,USPS,18.27,Dixon-Sanchez,New York,Oklahoma,USA,Shipped,Net Banking
4045,1657,300,2024-03-14,2024-03-17,2024-03-16,DHL,28.48,Cruz Group,Hyderabad,Delaware,India,Delivered,Credit Card
4046,4457,357,2024-06-28,2024-07-04,2024-07-03,FedEx,90.2,"Pennington, Campbell and Gregory",Hyderabad,Florida,India,Delivered,Credit Card
4047,4165,135,2025-07-01,2025-07-04,2025-07-05,DHL,37.6,"Hawkins, Hendrix and Hayes",Manchester,Michigan,UK,Shipped,UPI
4048,3044,69,2025-12-17,2025-12-24,2025-12-20,USPS,14.91,Jackson Ltd,Mumbai,Idaho,India,Delivered,UPI
4049,1580,211,2026-01-30,2026-02-09,2026-02-02,UPS,35.15,Collins-Foster,Manchester,Wyoming,UK,Shipped,Cash
4050,4475,103,2024-07-15,2024-07-25,2024-07-21,UPS,36.18,Lambert-Khan,Chicago,Kansas,USA,Shipped,Net Banking
4051,3540,499,2023-08-05,2023-08-11,2023-08-11,DHL,72.51,Ellis LLC,Mumbai,Vermont,India,Processing,Cash
4052,3583,341,2025-10-08,2025-10-15,2025-10-09,DHL,94.73,Scott Group,Toronto,Idaho,Canada,Shipped,Credit Card
4053,1005,308,2023-08-30,2023-09-03,2023-09-06,DHL,86.77,"Martinez, Solomon and Wilson",Toronto,Vermont,Canada,Processing,UPI
4054,3855,216,2025-01-07,2025-01-12,2025-01-12,DHL,18.05,Reeves PLC,Bangalore,Hawaii,India,Processing,UPI
4055,958,249,2023-08-01,2023-08-11,2023-08-03,FedEx,13.59,Reynolds and Sons,Vancouver,Idaho,Canada,Delivered,Debit Card
4056,4051,417,2023-12-23,2023-12-27,2023-12-28,DHL,86.33,"Swanson, Jackson and Gomez",Chicago,Tennessee,USA,Processing,Debit Card
4057,74,97,2025-10-14,2025-10-24,2025-10-16,FedEx,78.71,"Berry, Burns and Smith",Seattle,Delaware,USA,Shipped,Credit Card
4058,4687,22,2025-02-10,2025-02-17,2025-02-13,DHL,82.47,Hamilton Inc,Toronto,Oregon,Canada,Processing,UPI
4059,3417,353,2025-09-11,2025-09-16,2025-09-13,USPS,36.98,Nichols LLC,Seattle,Nevada,USA,Shipped,Debit Card
4060,1932,309,2025-11-23,2025-11-29,2025-11-29,UPS,32.36,Cross LLC,London,Oklahoma,UK,Processing,Debit Card
4061,3140,66,2025-12-22,2025-12-30,2025-12-24,FedEx,27.33,Vaughn-Ruiz,New York,West Virginia,USA,Processing,Net Banking
4062,2572,161,2026-07-20,2026-07-27,2026-07-21,FedEx,18.41,James PLC,London,Vermont,UK,Shipped,Cash
4063,2438,98,2023-09-30,2023-10-08,2023-10-01,DHL,6.38,Christensen LLC,Vancouver,Virginia,Canada,Processing,Cash
4064,1740,378,2024-07-24,2024-07-30,2024-07-26,USPS,7.32,"Cannon, Lyons and Hodge",Chicago,New Mexico,USA,Shipped,UPI
4065,33,155,2023-11-04,2023-11-10,2023-11-05,FedEx,49.47,Franklin-Moore,Chicago,Oklahoma,USA,Delivered,Cash
4066,1425,121,2026-01-11,2026-01-19,2026-01-17,USPS,50.1,Lara LLC,Hyderabad,New Mexico,India,Processing,Debit Card
4067,4011,224,2024-12-19,2024-12-27,2024-12-22,USPS,11.16,Sandoval PLC,Manchester,Maryland,UK,Delivered,Net Banking
4068,2925,244,2024-02-22,2024-02-28,2024-02-25,FedEx,32.37,"Webster, Martin and Brown",Manchester,Hawaii,UK,Delivered,Debit Card
4069,3192,209,2025-11-25,2025-12-04,2025-11-26,UPS,80.87,"Phillips, Anderson and House",London,Indiana,UK,Processing,Debit Card
4070,4975,137,2024-07-12,2024-07-17,2024-07-16,FedEx,37.85,"Dougherty, Brown and Davis",Seattle,Florida,USA,Processing,Credit Card
4071,1702,453,2024-09-28,2024-10-05,2024-10-05,UPS,59.09,Pena-Simon,Mumbai,New York,India,Shipped,Debit Card
4072,3872,317,2025-10-15,2025-10-23,2025-10-20,USPS,49.95,Jones LLC,Bangalore,West Virginia,India,Delivered,Cash
4073,573,426,2026-01-04,2026-01-09,2026-01-09,USPS,92.3,"Gonzalez, Smith and Martinez",Seattle,Rhode Island,USA,Processing,Cash
4074,899,76,2026-03-23,2026-04-02,2026-03-26,DHL,34.93,Anderson Ltd,Mumbai,West Virginia,India,Processing,Credit Card
4075,2358,411,2024-06-09,2024-06-14,2024-06-10,UPS,98.39,Giles-Dominguez,New York,Arkansas,USA,Delivered,Net Banking
4076,2665,307,2024-06-27,2024-07-01,2024-06-28,DHL,84.25,Love Group,Chicago,Florida,USA,Delivered,Net Banking
4077,2058,449,2025-01-30,2025-02-05,2025-02-03,DHL,24.98,"Liu, Sanchez and Robbins",Manchester,Florida,UK,Delivered,Cash
4078,3428,302,2023-09-25,2023-09-29,2023-09-28,FedEx,65.0,Gordon Group,Hyderabad,Wyoming,India,Shipped,Debit Card
4079,1353,471,2024-12-25,2025-01-04,2024-12-29,UPS,48.87,King-Gonzalez,Bangalore,Arkansas,India,Delivered,Cash
4080,3654,472,2026-06-16,2026-06-24,2026-06-22,FedEx,62.15,Espinoza-Larson,Toronto,Arkansas,Canada,Delivered,Debit Card
4081,4428,385,2025-06-05,2025-06-13,2025-06-07,FedEx,60.86,Kelly-Leach,Seattle,New Jersey,USA,Delivered,Net Banking
4082,1735,325,2023-12-19,2023-12-24,2023-12-22,USPS,89.05,"Walker, Tate and Sutton",Vancouver,South Carolina,Canada,Shipped,Net Banking
4083,3029,283,2026-04-30,2026-05-09,2026-05-01,DHL,96.57,"Davis, Fleming and Hess",Toronto,Hawaii,Canada,Processing,Credit Card
